@relation Nomao

@attribute c2 numeric
@attribute c3 numeric
@attribute c4 numeric
@attribute c5 numeric
@attribute c6 numeric
@attribute c7 numeric
@attribute c8 {s,n}
@attribute c9 {s,n}
@attribute c10 numeric
@attribute c11 numeric
@attribute c12 numeric
@attribute c13 numeric
@attribute c14 numeric
@attribute c15 numeric
@attribute c16 {m,s,n}
@attribute c17 {m,s,n}
@attribute c18 numeric
@attribute c19 numeric
@attribute c20 numeric
@attribute c21 numeric
@attribute c22 numeric
@attribute c23 numeric
@attribute c24 {m,s,n}
@attribute c25 {m,s,n}
@attribute c26 numeric
@attribute c27 numeric
@attribute c28 numeric
@attribute c29 numeric
@attribute c30 numeric
@attribute c31 numeric
@attribute c32 {m,s,n}
@attribute c33 {m,s,n}
@attribute c34 numeric
@attribute c35 numeric
@attribute c36 numeric
@attribute c37 numeric
@attribute c38 numeric
@attribute c39 numeric
@attribute c40 {m,s,n}
@attribute c41 {m,s,n}
@attribute c42 numeric
@attribute c43 numeric
@attribute c44 numeric
@attribute c45 numeric
@attribute c46 numeric
@attribute c47 numeric
@attribute c48 {m,s,n}
@attribute c49 {m,s,n}
@attribute c50 numeric
@attribute c51 numeric
@attribute c52 numeric
@attribute c53 numeric
@attribute c54 numeric
@attribute c55 numeric
@attribute c56 {s,m,n}
@attribute c57 {s,m,n}
@attribute c58 numeric
@attribute c59 numeric
@attribute c60 numeric
@attribute c61 numeric
@attribute c62 numeric
@attribute c63 numeric
@attribute c64 {n,s,m}
@attribute c65 {n,s,m}
@attribute c66 numeric
@attribute c67 numeric
@attribute c68 numeric
@attribute c69 numeric
@attribute c70 numeric
@attribute c71 numeric
@attribute c72 {s,n,m}
@attribute c73 {s,n,m}
@attribute c74 numeric
@attribute c75 numeric
@attribute c76 numeric
@attribute c77 numeric
@attribute c78 numeric
@attribute c79 numeric
@attribute c80 {s,n,m}
@attribute c81 {s,n,m}
@attribute c82 numeric
@attribute c83 numeric
@attribute c84 numeric
@attribute c85 numeric
@attribute c86 numeric
@attribute c87 numeric
@attribute c88 {s,m,n}
@attribute c89 {s,m,n}
@attribute c90 numeric
@attribute c91 numeric
@attribute c92 numeric
@attribute c93 {m,n,s}
@attribute c94 numeric
@attribute c95 numeric
@attribute c96 numeric
@attribute c97 {m,s,n}
@attribute c98 numeric
@attribute c99 numeric
@attribute c100 numeric
@attribute c101 {s,n,m}
@attribute c102 numeric
@attribute c103 numeric
@attribute c104 numeric
@attribute c105 {s,n,m}
@attribute c106 numeric
@attribute c107 numeric
@attribute c108 numeric
@attribute c109 {s,n,m}
@attribute c110 numeric
@attribute c111 numeric
@attribute c112 numeric
@attribute c113 {n,m,s}
@attribute c114 numeric
@attribute c115 numeric
@attribute c116 numeric
@attribute c117 {n,m,s}
@attribute c118 numeric
@attribute c119 numeric
@attribute class {1,-1}

@data
0.25,0.25,0.458333,0.295155,0.151515,0.188679,n,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,0,0,0.307029,0.017857,0.222222,0.020833,n,n,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,0.333333,0.285714,0.549939,0.372253,0.418605,0.296875,n,n,1,0.5,0.666667,0.666667,0.463415,0.47619,s,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,0.000001,0.636364,0.263158,n,?,?,?,m,?,?,?,n,0.996648,0.444444,0.1875,n,0.994014,0.4,0.222222,n,0.999339,0.5,0.4,n,0.998951,0.625,0.5,n,0.999952,0.999998,-1
1,0.4,0.571429,0.571429,0.40625,0.4375,s,n,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,0.666667,0.8,0.8,0.651163,0.651163,s,n,1,0.777778,0.875,0.875,0.851064,0.851064,s,n,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,?,?,?,m,?,?,?,m,1,1,1,s,0.994538,0.625,0.285714,n,0.999086,0.666667,0.545455,n,0.999992,0.538462,0.466667,n,0.999953,0.461538,0.375,n,0.999969,1,1
0,0,0.219444,0,0.195652,0,n,n,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,0.571429,0.5,0.612778,0.55,0.510204,0.333333,n,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,?,?,?,m,?,?,?,m,1,1,1,s,1,1,1,s,1,1,1,s,?,?,?,m,?,?,?,m,1,?,-1
1,0.75,0.857143,0.857143,0.69697,0.69697,s,n,1,1,1,1,1,1,s,s,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,1,0.857143,0.923077,0.923077,0.926829,0.925,s,n,1,0.888889,0.941176,0.941176,0.925926,0.924528,s,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,?,?,?,m,?,?,?,m,1,1,1,s,0.987334,0.5,0.125,n,0.999766,0.6,0.333333,n,?,?,?,m,?,?,?,m,0.999835,?,1
1,1,1,1,1,1,s,s,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,0.75,0.75,0.977273,0.94,0.942857,0.842105,n,n,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,1,0.875,0.933333,0.933333,0.926829,0.926829,s,n,0.666667,0.25,0.531926,0.416667,0.243902,0.333333,n,n,1,1,1,1,1,1,s,s,?,?,?,?,?,?,m,m,1,1,1,s,?,?,?,m,1,1,1,s,0.996314,0.333333,0.142857,n,0.992941,0.4,0.214286,n,0.98722,0.375,0.153846,n,0.988395,0.444444,0.230769,n,0.999936,0.999695,1
0.666667,0.4,0.571429,0.5,0.483871,0.351351,n,n,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,1,0.666667,0.8,0.8,0.625,0.65625,s,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,?,?,?,m,?,?,?,m,1,1,1,s,0.999675,0.555556,0.333333,n,0.999887,0.6,0.375,n,0.999645,0.625,0.384615,n,0.999903,0.666667,0.428571,n,1,1,1
0,0,0.241071,0,0.210526,0,n,n,0,0,0.285714,0.2,0.428571,0.230769,n,n,0,0,0.25,0,0.25,0,n,n,0,0,0.535714,0.236364,0.588235,0.259259,n,n,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,0,0,0.428571,0.3,0.428571,0.3,n,n,0.2,0.166667,0.507576,0.322314,0.575758,0.25,n,n,0.2,0.2,0.55,0.354545,0.65,0.37931,n,n,0,0,0.25,0,0.25,0,n,n,1,1,1,1,1,1,s,s,0.000001,0.3,0.157895,n,?,?,?,m,?,?,?,n,0.697405,0.333333,0.117647,n,0.860664,0.4,0.176471,n,0.697401,0.25,0.125,n,0.860665,0.444444,0.2,n,0.823406,0.823402,-1
1,0.5,0.666667,0.666667,0.541667,0.636364,s,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,0.5,0.333333,0.58,0.441667,0.56,0.342105,n,n,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,0.714286,0.555556,0.7375,0.651042,0.725,0.519231,n,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,?,?,?,m,?,?,?,m,1,1,1,s,0.999962,0.666667,0.428571,n,0.99991,0.7,0.375,n,0.999938,0.666667,0.384615,n,0.999925,0.583333,0.333333,n,1,1,1
0.666667,0.5,0.571429,0.571429,0.461538,0.387097,n,n,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,0,0,0.111111,0.074074,0.142857,0.058824,n,n,1,1,1,1,1,1,s,s,0.5,0.428571,0.641026,0.553114,0.470588,0.526316,n,n,0.5,0.444444,0.637255,0.55042,0.511628,0.442308,n,n,0,0,0.4375,0.214286,0.666667,0.272727,n,n,1,1,1,1,1,1,s,s,?,?,?,m,?,?,?,m,0.012658,0.5,0.25,n,0.952877,0.5,0.117647,n,0.976947,0.4,0.176471,n,0.952574,0.5,0.117647,n,0.976828,0.4,0.176471,n,0.997007,0.996968,1
1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,?,?,?,?,?,?,m,m,1,0.8,0.888889,0.888889,0.826087,0.833333,s,n,?,?,?,?,?,?,m,m,0,0,0.333333,0.25,0.333333,0.25,n,n,1,1,1,1,1,1,s,s,0.714286,0.714286,0.790476,0.765873,0.771429,0.675,n,n,1,0.285714,0.444444,0.444444,0.297297,0.333333,s,n,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,1,1,1,s,?,?,?,m,1,1,1,s,0.975951,0.333333,0.176471,n,0.999331,0.7,0.4,n,?,?,?,m,?,?,?,m,0.999393,?,1
1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,0.833333,0.714286,0.905983,0.846154,0.916667,0.918919,n,n,0.857143,0.857143,0.904762,0.892857,0.9,0.857143,n,n,1,1,1,1,1,1,s,s,?,?,?,?,?,?,m,m,1,1,1,s,?,?,?,m,1,1,1,s,0.99998,0.666667,0.333333,n,0.999991,0.7,0.466667,n,1,1,1,s,1,1,1,s,1,1,1
0,0,0,0,0,0,n,n,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,?,?,?,m,?,?,?,m,?,?,?,n,1,1,1,s,1,1,1,s,0.993008,0.625,0.25,n,0.98493,0.555556,0.25,n,1,0.999716,-1
1,0.5,0.666667,0.666667,0.5,0.516129,s,n,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,0.4,0.333333,0.498918,0.411364,0.588235,0.333333,n,n,0.666667,0.571429,0.678571,0.615385,0.674419,0.490196,n,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,0.5,0.9,0.692308,n,?,?,?,m,0.022727,0,0,n,0.999345,0.555556,0.333333,n,0.999762,0.6,0.375,n,?,?,?,m,?,?,?,m,1,?,-1
0,0,0.236111,0.029412,0.285714,0.037037,n,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,0,0,0.278912,0.040816,0.28,0.052632,n,n,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,0.6,0.375,0.611722,0.483516,0.55,0.34,n,n,1,1,1,1,1,1,s,s,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,?,?,?,m,?,?,?,m,?,?,?,n,1,1,1,s,1,1,1,s,?,?,?,m,?,?,?,m,1,?,-1
0,0,0.15,0.019608,0.147059,0.022727,n,n,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,0.5,0.3,0.442188,0.375,0.333333,0.33871,n,n,1,0.166667,0.285714,0.285714,0.178295,0.27907,s,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,0.000014,0.454545,0.263158,n,0,0.454545,0.090909,n,?,?,?,n,0.952131,0.555556,0.133333,n,0.975957,0.4,0.176471,n,?,?,?,m,?,?,?,m,0.996875,?,-1
0.5,0.333333,0.466667,0.4,0.181818,0.275862,n,n,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,0.75,0.333333,0.5,0.461538,0.416667,0.38,n,n,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,1,0.75,0.857143,0.857143,0.521739,0.630435,s,n,0.571429,0.571429,0.619048,0.571429,0.541667,0.377049,n,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,0.021277,0.818182,0.6,n,?,?,?,m,1,1,1,s,0.996384,0.333333,0.176471,n,0.999022,0.7,0.294118,n,?,?,?,m,?,?,?,m,0.999986,?,1
0,0,0.055556,0,0.088235,0,n,n,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,1,0.75,0.857143,0.857143,0.85,0.85,s,n,1,1,1,1,1,1,s,s,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,?,?,?,m,?,?,?,m,?,?,?,n,1,1,1,s,1,1,1,s,0.984221,0.307692,0.105263,n,0.995155,0.538462,0.210526,n,1,0.999719,-1
0.666667,0.5,0.642857,0.571429,0.428571,0.48,n,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,?,?,?,m,?,?,?,m,1,1,1,s,1,1,1,s,1,1,1,s,?,?,?,m,?,?,?,m,1,?,1
1,1,1,1,1,1,s,s,1,0.5,0.666667,0.666667,0.454545,0.5,s,n,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,0.285714,0.444444,0.444444,0.324324,0.342105,s,n,1,0.285714,0.444444,0.444444,0.324324,0.342105,s,n,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,?,?,?,m,?,?,?,m,?,?,?,n,0.992503,0.333333,0.1875,n,0.97949,0.6,0.235294,n,?,?,?,m,?,?,?,m,0.999505,?,1
0.666667,0.5,0.6,0.571429,0.481481,0.366667,n,n,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,1,0.666667,0.8,0.8,0.703704,0.76,s,n,1,0.8,0.888889,0.888889,0.8125,0.8125,s,n,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,?,?,?,m,?,?,?,m,?,?,?,n,1,1,1,s,1,1,1,s,?,?,?,m,?,?,?,m,1,?,1
1,0.4,0.571429,0.571429,0.432432,0.472222,s,n,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,0.875,0.777778,0.917647,0.890756,0.833333,0.795918,n,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,?,?,?,m,?,?,?,m,1,1,1,s,1,1,1,s,1,1,1,s,0.999972,0.625,0.384615,n,0.999954,0.666667,0.428571,n,1,1,1
0,0,0.181217,0.037037,0.227273,0.027027,n,n,1,1,1,1,1,1,s,s,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,0.666667,0.666667,0.690476,0.666667,0.62069,0.473684,n,n,0.5,0.5,0.581349,0.541667,0.53125,0.395349,n,n,1,1,1,1,1,1,s,s,?,?,?,?,?,?,m,m,?,?,?,m,?,?,?,m,?,?,?,n,0.999775,0.555556,0.357143,n,0.998264,0.5,0.25,n,0.998673,0.444444,0.266667,n,0.998744,0.5,0.266667,n,0.999997,0.999997,-1
0.666667,0.4,0.535714,0.5,0.538462,0.366667,n,n,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,0.2,0.142857,0.354167,0.190476,0.354839,0.113208,n,n,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,0,0,0.435833,0.136364,0.333333,0.156863,n,n,0.75,0.5,0.7125,0.6,0.6,0.512195,n,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,?,?,?,m,?,?,?,m,?,?,?,n,0.997348,0.555556,0.25,n,0.999024,0.5,0.176471,n,0.996734,0.444444,0.266667,n,0.99844,0.5,0.1875,n,0.999992,0.999987,-1
1,1,1,1,1,1,s,s,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,1,0.714286,0.833333,0.833333,0.774194,0.78125,s,n,0.833333,0.833333,0.833333,0.833333,0.9375,0.857143,n,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,?,?,?,m,?,?,?,m,1,1,1,s,0.999781,0.777778,0.428571,n,0.999708,0.6,0.4,n,?,?,?,m,?,?,?,m,1,?,1
1,1,1,1,1,1,s,s,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,0.5,0.166667,0.432292,0.322917,0.2,0.3,n,n,1,0.333333,0.5,0.5,0.384615,0.410256,s,n,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,1,1,1,s,?,?,?,m,?,?,?,n,0.999981,0.666667,0.428571,n,0.999909,0.7,0.4,n,0.998996,0.666667,0.266667,n,0.999898,0.777778,0.428571,n,1,0.999999,1
0.666667,0.5,0.653061,0.571429,0.269231,0.4375,n,n,1,1,1,1,1,1,s,s,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,0.5,0.142857,0.388889,0.305556,0.1875,0.243243,n,n,1,0.285714,0.444444,0.444444,0.342857,0.361111,s,n,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,?,?,?,m,?,?,?,m,?,?,?,n,0.972727,0.444444,0.176471,n,0.975622,0.5,0.235294,n,?,?,?,m,?,?,?,m,0.998592,?,1
1,1,1,1,1,1,s,s,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,0.5,0.428571,0.711722,0.566239,0.621622,0.555556,n,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,?,?,?,m,?,?,?,m,1,1,1,s,0.999617,0.555556,0.307692,n,0.99992,0.8,0.466667,n,0.999992,0.461538,0.266667,n,0.999972,0.538462,0.4375,n,1,1,1
1,0.75,0.857143,0.857143,0.714286,0.724138,s,n,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,1,0.833333,0.909091,0.909091,0.65625,0.65625,s,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,?,?,?,m,?,?,?,m,1,1,1,s,0.999983,0.666667,0.461538,n,0.999937,0.8,0.466667,n,?,?,?,m,?,?,?,m,1,?,1
1,0.25,0.4,0.4,0.24,0.269231,s,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,s,?,?,?,m,1,1,1,s,1,1,1,s,1,1,1,s,?,?,?,m,?,?,?,m,1,?,1
0.875,0.7,0.805556,0.777778,0.777778,0.769231,n,n,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,0.857143,0.75,0.906667,0.87619,0.829787,0.8,n,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,?,?,?,m,?,?,?,m,1,1,1,s,1,1,1,s,1,1,1,s,0.997199,0.5,0.285714,n,0.999485,0.666667,0.461538,n,1,0.999992,1
0,0,0.157143,0,0.222222,0,n,n,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,1,0.714286,0.833333,0.833333,0.727273,0.735294,s,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,s,?,?,?,m,1,1,1,s,0.999738,0.444444,0.25,n,0.999906,0.6,0.4,n,0.999999,0.777778,0.538462,n,0.999999,0.8,0.571429,n,1,1,1
0,0,0.75,0.6,0.75,0.6,n,n,1,1,1,1,1,1,s,s,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,0,0,0.5,0.266667,0.5,0.266667,n,n,1,1,1,1,1,1,s,s,0.5,0.166667,0.420635,0.32402,0.27907,0.266667,n,n,1,1,1,1,1,1,s,s,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,?,?,?,m,?,?,?,m,?,?,?,n,1,1,1,s,1,1,1,s,?,?,?,m,?,?,?,m,1,?,-1
0.666667,0.4,0.710714,0.551339,0.515152,0.548387,n,n,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,0.6,0.5,0.841991,0.69697,0.709677,0.676471,n,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,?,?,?,m,?,?,?,m,?,?,?,n,0.999959,0.666667,0.461538,n,0.999942,0.7,0.428571,n,?,?,?,m,?,?,?,m,1,?,1
1,0.75,0.857143,0.857143,0.818182,0.826087,s,n,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,0.5,0.5,0.638194,0.555556,0.69697,0.413043,n,n,0.571429,0.571429,0.689881,0.619048,0.75,0.490566,n,n,0,0,0.6,0.333333,0.6,0.333333,n,n,1,1,1,1,1,1,s,s,?,?,?,m,?,?,?,m,0.028571,0.5,0.25,n,0.99677,0.444444,0.176471,n,0.995371,0.5,0.235294,n,?,?,?,m,?,?,?,m,0.999968,?,-1
1,0.8,0.888889,0.888889,0.419355,0.8125,s,n,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,1,0.666667,0.8,0.8,0.647059,0.657143,s,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,?,?,?,m,?,?,?,m,1,1,1,s,1,1,1,s,1,1,1,s,?,?,?,m,?,?,?,m,1,?,1
1,0.666667,0.8,0.8,0.7,0.714286,s,n,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,1,0.2,0.333333,0.333333,0.238095,0.285714,s,n,1,0.333333,0.5,0.5,0.428571,0.464286,s,n,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,?,?,?,m,?,?,?,m,?,?,?,n,0.968377,0.444444,0.1875,n,0.98161,0.5,0.235294,n,?,?,?,m,?,?,?,m,0.998585,?,1
0.5,0.333333,0.48,0.4,0.210526,0.347826,n,n,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,0.75,0.5,0.6,0.6,0.37931,0.4375,n,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,?,?,?,m,?,?,?,m,1,1,1,s,1,1,1,s,1,1,1,s,?,?,?,m,?,?,?,m,1,?,1
1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,0,0,0.8,0.571429,0.8,0.571429,n,n,0.75,0.75,0.977273,0.892857,1,1,n,n,?,?,?,?,?,?,m,m,0,0,0.5,0.285714,0.5,0.285714,n,n,1,1,1,1,1,1,s,s,0.571429,0.571429,0.887013,0.77551,0.877551,0.759259,n,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,s,?,?,?,m,1,1,1,s,1,1,1,s,1,1,1,s,?,?,?,m,?,?,?,m,1,?,1
1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,0.2,0.166667,0.373232,0.203509,0.263158,0.078125,n,n,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,0.5,0.444444,0.594444,0.484623,0.517241,0.297619,n,n,0.375,0.333333,0.576797,0.406192,0.5,0.252874,n,n,0,0,0.8,0.333333,0.8,0.333333,n,n,1,1,1,1,1,1,s,s,?,?,?,m,?,?,?,m,0.058824,0.5,0.285714,n,0.969714,0.4,0.176471,n,0.988524,0.5,0.157895,n,0.969741,0.444444,0.2,n,0.988484,0.555556,0.176471,n,0.998891,0.998892,-1
0.8,0.8,0.9,0.8,0.947368,0.772727,n,n,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,0.666667,0.571429,0.723077,0.646154,0.585366,0.566038,n,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,s,?,?,?,m,?,?,?,n,1,1,1,s,1,1,1,s,0.999893,0.625,0.384615,n,0.999036,0.666667,0.357143,n,1,0.999999,1
1,0.666667,0.8,0.8,0.785714,0.8,s,n,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,0.571429,0.5,0.831111,0.668519,0.744186,0.708333,n,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,?,?,?,m,?,?,?,m,1,1,1,s,1,1,1,s,1,1,1,s,?,?,?,m,?,?,?,m,1,?,1
1,0.833333,0.909091,0.909091,0.487179,0.717949,s,n,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,0.75,0.857143,0.857143,0.595238,0.595238,s,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,?,?,?,m,?,?,?,m,1,1,1,s,1,1,1,s,1,1,1,s,?,?,?,m,?,?,?,m,1,?,1
