@relation bank-full-weka.filters.supervised.instance.Resample-B0.0-S1-Z100.0

@attribute age numeric
@attribute job {management,technician,entrepreneur,blue-collar,unknown,retired,admin.,services,self-employed,unemployed,housemaid,student}
@attribute marital {married,single,divorced}
@attribute education {tertiary,secondary,unknown,primary}
@attribute default {no,yes}
@attribute balance numeric
@attribute housing {yes,no}
@attribute loan {no,yes}
@attribute contact {unknown,cellular,telephone}
@attribute day numeric
@attribute month {may,jun,jul,aug,oct,nov,dec,jan,feb,mar,apr,sep}
@attribute duration numeric
@attribute campaign numeric
@attribute pdays numeric
@attribute previous numeric
@attribute poutcome {unknown,failure,other,success}
@attribute class {no,yes}

@data
39,blue-collar,married,secondary,no,171,yes,yes,cellular,8,may,153,1,353,1,failure,no
43,blue-collar,married,primary,no,-59,yes,no,unknown,20,jun,205,5,-1,0,unknown,no
27,blue-collar,married,secondary,no,30,no,yes,cellular,18,may,110,1,334,4,other,no
35,blue-collar,single,primary,no,-759,yes,no,cellular,31,jul,142,2,-1,0,unknown,no
33,technician,married,secondary,no,241,yes,no,cellular,13,may,1108,3,-1,0,unknown,no
53,blue-collar,married,unknown,no,2785,yes,no,unknown,15,may,1165,1,-1,0,unknown,no
32,self-employed,single,tertiary,no,46,yes,no,cellular,14,jun,485,2,-1,0,unknown,yes
35,self-employed,single,tertiary,no,44,no,no,cellular,7,sep,310,2,96,2,other,no
28,technician,married,secondary,no,916,yes,no,cellular,15,may,191,1,371,2,other,no
83,retired,divorced,primary,no,0,no,no,telephone,3,sep,225,1,-1,0,unknown,no
46,admin.,divorced,secondary,no,2232,no,no,cellular,13,feb,121,1,-1,0,unknown,yes
74,retired,married,primary,no,670,no,no,cellular,23,apr,266,5,-1,0,unknown,yes
31,admin.,married,secondary,no,122,yes,no,cellular,15,may,49,1,364,1,failure,no
48,services,divorced,secondary,no,4408,yes,no,unknown,3,jun,106,6,-1,0,unknown,no
36,self-employed,single,secondary,no,1173,yes,yes,unknown,20,jun,50,5,-1,0,unknown,no
35,blue-collar,married,secondary,no,126,yes,no,cellular,16,apr,472,1,-1,0,unknown,no
58,technician,married,secondary,no,-942,yes,no,cellular,17,nov,131,1,-1,0,unknown,no
37,services,married,secondary,no,0,yes,no,cellular,22,jul,272,1,-1,0,unknown,no
30,self-employed,married,tertiary,no,163,yes,no,cellular,18,may,149,1,362,8,other,no
66,retired,married,tertiary,no,908,no,no,cellular,28,jan,156,2,-1,0,unknown,no
37,blue-collar,married,secondary,no,2364,yes,no,cellular,12,may,40,4,-1,0,unknown,no
51,services,married,secondary,no,-1136,no,yes,unknown,25,jun,155,1,-1,0,unknown,no
49,technician,married,secondary,no,0,no,yes,cellular,8,jul,120,3,-1,0,unknown,no
40,entrepreneur,married,tertiary,no,70,no,no,cellular,20,nov,57,1,-1,0,unknown,no
57,services,single,primary,no,3777,yes,no,telephone,13,may,65,2,-1,0,unknown,no
35,technician,married,unknown,no,3,yes,yes,unknown,17,jun,124,23,-1,0,unknown,no
37,blue-collar,married,secondary,no,520,yes,no,cellular,2,feb,54,1,255,2,failure,no
48,blue-collar,married,secondary,no,705,no,no,unknown,13,may,108,2,-1,0,unknown,no
38,services,married,secondary,no,304,no,yes,cellular,2,feb,238,1,214,1,failure,no
36,management,married,tertiary,no,605,yes,no,unknown,26,may,204,1,-1,0,unknown,no
33,management,married,tertiary,no,2126,no,no,cellular,8,aug,174,2,-1,0,unknown,no
56,management,married,tertiary,no,856,yes,yes,cellular,4,feb,70,4,7,7,other,no
33,management,single,tertiary,no,2667,yes,no,cellular,18,may,57,1,180,3,failure,no
28,technician,married,secondary,no,272,no,yes,cellular,16,jul,183,1,-1,0,unknown,no
50,management,married,tertiary,no,3296,no,no,unknown,18,jun,255,2,-1,0,unknown,no
29,services,single,secondary,no,2800,no,no,cellular,16,jun,202,1,-1,0,unknown,no
51,services,married,primary,no,10150,yes,no,cellular,26,aug,157,5,-1,0,unknown,no
26,management,single,secondary,no,63,no,no,cellular,28,jul,76,4,-1,0,unknown,no
46,admin.,divorced,secondary,no,875,yes,yes,cellular,11,may,269,3,353,2,failure,no
29,technician,single,tertiary,no,101,no,no,unknown,2,jul,143,4,-1,0,unknown,no
29,blue-collar,single,secondary,no,260,yes,no,unknown,2,jun,707,14,-1,0,unknown,yes
35,management,single,tertiary,no,620,yes,no,cellular,17,apr,57,2,-1,0,unknown,no
35,admin.,married,secondary,no,2238,yes,no,unknown,23,may,42,3,-1,0,unknown,no
51,blue-collar,married,unknown,no,1137,no,no,unknown,11,jun,76,1,-1,0,unknown,no
41,blue-collar,married,secondary,no,523,yes,no,cellular,6,apr,232,3,-1,0,unknown,no
34,blue-collar,married,secondary,no,528,yes,no,unknown,21,may,85,1,-1,0,unknown,no
28,technician,single,secondary,no,26765,no,no,unknown,13,may,210,8,-1,0,unknown,no
48,unemployed,divorced,secondary,no,201,no,no,cellular,10,nov,594,1,91,1,success,yes
38,admin.,married,secondary,no,-14,no,yes,cellular,8,jul,124,1,-1,0,unknown,no
58,retired,married,secondary,no,2836,no,no,unknown,6,jun,248,2,-1,0,unknown,no
26,student,single,secondary,no,132,no,no,cellular,4,jun,217,1,-1,0,unknown,yes
36,technician,married,secondary,no,216,no,no,cellular,29,aug,80,2,-1,0,unknown,no
28,student,single,secondary,no,69,no,no,cellular,30,jan,532,2,-1,0,unknown,yes
39,technician,married,secondary,no,116,no,no,cellular,24,aug,79,2,94,2,success,no
33,technician,married,secondary,no,-74,yes,no,cellular,25,jul,198,4,-1,0,unknown,no
40,management,married,tertiary,no,-37,no,yes,cellular,15,jul,408,4,-1,0,unknown,no
55,unknown,married,tertiary,no,0,no,no,unknown,16,may,409,3,-1,0,unknown,no
36,services,married,secondary,no,2984,yes,no,unknown,2,jun,394,1,-1,0,unknown,yes
30,entrepreneur,married,secondary,no,1160,no,yes,cellular,10,jul,244,1,-1,0,unknown,no
27,technician,single,secondary,no,-437,no,no,cellular,4,feb,352,1,216,2,other,no
43,technician,married,secondary,no,369,yes,no,unknown,4,jun,75,3,-1,0,unknown,no
33,technician,married,secondary,no,0,yes,no,cellular,4,feb,56,1,274,2,failure,no
54,blue-collar,divorced,secondary,no,1613,yes,no,cellular,7,jul,128,3,-1,0,unknown,no
37,management,married,tertiary,no,3841,no,no,cellular,11,jul,69,2,-1,0,unknown,no
58,services,married,secondary,no,50,yes,no,cellular,20,nov,161,7,-1,0,unknown,no
75,retired,divorced,secondary,no,2199,no,no,telephone,13,nov,137,1,-1,0,unknown,no
26,student,single,secondary,no,0,no,no,cellular,27,may,107,2,-1,0,unknown,no
31,management,single,tertiary,no,-26,yes,yes,unknown,23,may,448,1,-1,0,unknown,no
36,entrepreneur,married,secondary,no,185,yes,no,cellular,15,jul,136,2,-1,0,unknown,no
40,blue-collar,married,secondary,no,1161,yes,yes,unknown,16,may,292,8,-1,0,unknown,no
31,services,single,secondary,no,85,no,no,cellular,16,jul,151,1,-1,0,unknown,no
39,admin.,married,secondary,no,1408,yes,no,cellular,17,apr,306,1,-1,0,unknown,no
55,blue-collar,married,secondary,no,3919,no,no,cellular,16,jul,26,2,-1,0,unknown,no
58,management,married,tertiary,no,246,yes,no,cellular,7,may,245,2,288,2,failure,no
33,management,single,tertiary,no,8514,no,no,cellular,16,oct,165,1,57,1,failure,no
39,admin.,married,secondary,no,201,yes,no,cellular,13,apr,263,3,-1,0,unknown,no
34,admin.,married,secondary,no,444,yes,no,cellular,11,jul,173,2,-1,0,unknown,no
50,management,married,tertiary,no,396,no,no,unknown,11,jun,62,2,-1,0,unknown,no
33,technician,married,secondary,no,430,no,no,cellular,25,aug,250,2,-1,0,unknown,no
30,student,single,secondary,no,459,no,no,cellular,13,jul,98,2,210,22,success,no
49,entrepreneur,divorced,unknown,yes,-701,yes,no,cellular,30,jul,988,2,-1,0,unknown,yes
41,management,married,tertiary,no,1272,yes,no,cellular,17,nov,214,1,-1,0,unknown,no
56,unemployed,divorced,secondary,no,763,no,no,unknown,6,jun,181,2,-1,0,unknown,no
41,technician,married,secondary,no,64,yes,yes,unknown,8,may,210,2,-1,0,unknown,no
34,services,divorced,secondary,no,27,yes,no,cellular,6,may,192,1,-1,0,unknown,no
35,unemployed,married,secondary,no,315,yes,no,telephone,19,nov,70,1,-1,0,unknown,no
32,management,single,tertiary,no,577,no,no,cellular,7,aug,101,2,-1,0,unknown,no
34,blue-collar,married,primary,no,218,yes,yes,unknown,21,may,260,1,-1,0,unknown,no
25,blue-collar,single,secondary,no,-191,yes,no,unknown,19,jun,958,7,-1,0,unknown,yes
31,admin.,single,secondary,no,527,yes,no,unknown,3,jun,722,2,-1,0,unknown,no
52,services,married,secondary,no,431,no,no,cellular,26,aug,73,17,-1,0,unknown,no
35,admin.,married,tertiary,no,6,no,no,cellular,26,aug,130,2,-1,0,unknown,no
30,blue-collar,married,primary,no,201,yes,no,cellular,5,mar,116,7,186,13,success,no
59,blue-collar,married,secondary,no,16869,no,no,cellular,19,nov,107,1,-1,0,unknown,no
57,technician,married,secondary,no,589,yes,no,cellular,11,aug,167,1,190,5,failure,yes
41,technician,married,tertiary,no,816,yes,yes,unknown,29,may,159,1,-1,0,unknown,no
35,blue-collar,married,secondary,no,594,yes,no,unknown,6,jun,213,2,-1,0,unknown,no
52,blue-collar,married,primary,no,320,yes,no,cellular,6,feb,306,3,253,4,other,no
59,retired,single,secondary,no,30,yes,no,unknown,5,may,514,1,-1,0,unknown,no
53,self-employed,married,tertiary,no,2013,no,no,cellular,19,aug,268,14,-1,0,unknown,no
35,entrepreneur,divorced,secondary,no,-69,yes,no,unknown,5,may,300,1,-1,0,unknown,no
30,technician,single,tertiary,no,1070,no,no,cellular,14,dec,446,2,-1,0,unknown,no
29,housemaid,single,tertiary,no,19,no,no,cellular,4,may,268,1,88,4,success,yes
28,technician,divorced,secondary,no,477,yes,yes,cellular,10,jul,93,1,-1,0,unknown,no
33,services,married,secondary,no,-124,no,no,cellular,17,apr,150,2,325,1,failure,no
38,management,divorced,tertiary,no,539,yes,no,cellular,23,jul,161,1,-1,0,unknown,no
50,technician,married,secondary,no,1130,yes,no,cellular,23,jul,119,2,-1,0,unknown,no
33,management,single,tertiary,no,-53,no,no,cellular,29,jan,617,2,-1,0,unknown,no
37,technician,married,secondary,no,316,yes,no,unknown,8,may,238,1,-1,0,unknown,no
36,management,married,tertiary,no,1,yes,yes,cellular,13,apr,84,2,-1,0,unknown,no
47,management,divorced,tertiary,no,-49,yes,no,cellular,13,may,14,6,327,23,failure,no
37,management,single,tertiary,no,1517,no,yes,cellular,6,may,60,1,-1,0,unknown,no
21,blue-collar,single,secondary,yes,-59,yes,yes,unknown,4,jun,83,1,-1,0,unknown,no
44,management,single,tertiary,no,1206,no,no,cellular,9,jul,160,2,-1,0,unknown,no
54,services,married,unknown,no,386,no,yes,unknown,20,jun,838,1,-1,0,unknown,yes
31,self-employed,married,secondary,no,0,yes,no,unknown,6,may,36,5,-1,0,unknown,no
32,admin.,married,secondary,no,0,yes,no,cellular,16,jul,524,4,-1,0,unknown,no
32,technician,single,unknown,no,-170,no,no,unknown,6,may,46,1,-1,0,unknown,no
44,services,divorced,secondary,no,12,yes,yes,cellular,31,jul,5,3,-1,0,unknown,no
33,entrepreneur,married,tertiary,no,1636,no,no,cellular,31,jul,8,25,-1,0,unknown,no
41,technician,single,tertiary,no,1026,no,no,cellular,29,aug,59,6,-1,0,unknown,no
40,blue-collar,married,primary,no,328,yes,no,cellular,13,may,112,1,-1,0,unknown,no
57,management,married,tertiary,no,320,no,no,cellular,7,aug,76,2,-1,0,unknown,no
55,entrepreneur,married,tertiary,no,0,no,no,cellular,17,aug,116,1,-1,0,unknown,no
38,technician,married,secondary,no,318,no,no,cellular,4,feb,383,1,181,5,failure,yes
33,management,single,tertiary,no,3143,no,no,cellular,29,jun,421,2,-1,0,unknown,yes
40,technician,single,tertiary,no,539,no,no,cellular,14,aug,121,2,-1,0,unknown,no
41,management,married,tertiary,no,15,no,no,unknown,20,jun,13,5,-1,0,unknown,no
46,technician,divorced,secondary,no,447,no,yes,cellular,22,aug,314,2,-1,0,unknown,no
34,management,single,tertiary,no,1,no,no,cellular,31,jul,36,6,-1,0,unknown,no
32,admin.,married,secondary,no,0,yes,yes,cellular,17,nov,159,2,195,2,failure,no
40,blue-collar,divorced,secondary,no,0,no,no,cellular,12,aug,266,2,-1,0,unknown,no
30,technician,married,tertiary,no,-256,yes,no,unknown,15,may,51,5,-1,0,unknown,no
31,management,married,tertiary,no,8312,no,no,cellular,29,aug,43,13,-1,0,unknown,no
35,management,single,tertiary,no,2646,no,no,cellular,14,apr,133,8,183,2,success,yes
40,management,married,tertiary,no,326,no,no,cellular,8,aug,236,2,-1,0,unknown,no
25,blue-collar,married,secondary,no,-7,yes,no,unknown,5,may,365,1,-1,0,unknown,no
57,retired,married,secondary,no,3815,no,no,telephone,20,nov,90,2,-1,0,unknown,no
33,services,married,tertiary,no,85,no,no,unknown,6,may,262,3,-1,0,unknown,no
38,blue-collar,married,secondary,no,961,yes,no,unknown,16,may,346,1,-1,0,unknown,no
76,retired,divorced,primary,no,3049,no,no,cellular,24,mar,170,3,-1,0,unknown,yes
50,management,married,tertiary,no,0,no,no,cellular,9,jul,243,5,-1,0,unknown,no
37,admin.,divorced,secondary,no,141,yes,no,cellular,14,may,233,1,-1,0,unknown,no
38,blue-collar,married,primary,no,178,yes,no,unknown,20,may,245,1,-1,0,unknown,no
35,blue-collar,married,secondary,no,1454,yes,no,cellular,12,aug,323,1,182,4,success,yes
43,blue-collar,married,primary,no,1579,yes,no,telephone,11,may,176,1,284,4,other,no
30,blue-collar,single,secondary,yes,447,no,no,unknown,14,may,103,6,-1,0,unknown,no
31,student,single,secondary,no,252,yes,no,unknown,6,may,175,3,-1,0,unknown,no
31,self-employed,single,tertiary,no,3361,no,no,cellular,19,nov,457,2,-1,0,unknown,no
55,technician,divorced,secondary,yes,284,yes,no,cellular,7,aug,78,2,-1,0,unknown,no
40,blue-collar,married,secondary,no,0,yes,no,unknown,6,may,225,1,-1,0,unknown,no
25,management,single,tertiary,no,115,no,yes,unknown,4,jul,60,1,-1,0,unknown,no
37,management,single,tertiary,no,698,no,no,cellular,8,sep,1081,2,-1,0,unknown,yes
33,blue-collar,married,primary,no,359,yes,yes,cellular,19,nov,158,1,-1,0,unknown,no
29,technician,single,secondary,no,-496,yes,yes,cellular,22,jul,422,8,-1,0,unknown,no
41,blue-collar,married,primary,no,241,yes,no,cellular,21,nov,48,1,-1,0,unknown,no
95,retired,divorced,primary,no,2282,no,no,telephone,21,apr,207,17,-1,0,unknown,yes
44,technician,married,unknown,no,185,yes,yes,unknown,8,may,63,1,-1,0,unknown,no
35,services,single,tertiary,no,0,no,no,cellular,3,jul,704,1,-1,0,unknown,yes
43,admin.,married,secondary,no,71,no,no,unknown,7,may,180,5,-1,0,unknown,no
92,retired,married,unknown,no,775,no,no,cellular,26,jan,164,4,96,3,success,yes
58,retired,married,primary,no,235,yes,no,unknown,5,may,167,1,-1,0,unknown,no
28,blue-collar,married,secondary,no,1072,yes,no,cellular,18,may,630,2,356,4,other,no
32,admin.,single,secondary,no,458,no,yes,cellular,23,jul,125,2,-1,0,unknown,no
30,blue-collar,married,secondary,no,938,yes,no,unknown,14,may,159,1,-1,0,unknown,no
47,blue-collar,divorced,secondary,no,1815,yes,no,cellular,5,feb,105,1,253,4,failure,no
58,technician,married,secondary,no,1,no,no,cellular,2,apr,333,1,64,2,failure,no
36,services,single,secondary,no,80,no,yes,cellular,17,jul,258,1,-1,0,unknown,no
36,technician,single,secondary,no,125,yes,no,cellular,15,may,676,3,-1,0,unknown,yes
35,technician,married,secondary,no,249,no,no,cellular,21,aug,205,8,-1,0,unknown,no
34,technician,married,tertiary,no,1539,yes,no,cellular,15,jun,441,1,56,1,other,yes
46,management,married,tertiary,no,1375,yes,no,cellular,17,nov,308,3,-1,0,unknown,no
30,management,single,tertiary,no,1130,yes,no,unknown,14,may,138,3,-1,0,unknown,no
32,management,married,tertiary,no,258,yes,yes,cellular,18,nov,197,1,-1,0,unknown,no
41,housemaid,divorced,secondary,no,43,yes,no,telephone,17,apr,198,1,-1,0,unknown,no
60,retired,married,secondary,no,1141,no,yes,cellular,8,jul,211,2,-1,0,unknown,no
48,blue-collar,married,secondary,no,1405,yes,no,unknown,14,may,629,2,-1,0,unknown,yes
39,services,divorced,primary,no,8654,yes,no,cellular,14,may,181,4,-1,0,unknown,no
56,entrepreneur,divorced,tertiary,no,3846,no,no,cellular,31,jul,86,7,-1,0,unknown,no
41,blue-collar,married,secondary,no,1293,no,no,telephone,31,jul,350,15,-1,0,unknown,no
32,admin.,married,secondary,no,280,yes,no,cellular,18,jul,59,4,-1,0,unknown,no
45,blue-collar,married,secondary,no,-73,yes,no,cellular,6,apr,551,3,313,9,failure,no
38,admin.,married,secondary,no,-728,yes,no,cellular,11,jul,333,1,-1,0,unknown,no
37,housemaid,married,secondary,no,1863,no,no,cellular,6,aug,163,2,-1,0,unknown,no
42,technician,married,secondary,no,2,no,no,unknown,29,may,249,2,-1,0,unknown,no
39,services,single,secondary,no,315,yes,no,cellular,15,may,14,3,-1,0,unknown,no
57,services,married,secondary,no,668,yes,yes,telephone,18,may,12,5,-1,0,unknown,no
37,services,single,secondary,no,1045,no,no,cellular,17,mar,406,2,41,1,failure,yes
65,retired,married,primary,no,1760,no,no,cellular,18,aug,855,4,-1,0,unknown,yes
53,retired,single,secondary,no,1846,no,no,unknown,11,jun,95,1,-1,0,unknown,no
38,technician,single,secondary,no,4359,no,no,cellular,8,aug,170,2,-1,0,unknown,no
65,retired,divorced,primary,no,1840,no,no,cellular,1,sep,191,2,92,7,failure,no
38,services,divorced,secondary,no,53,no,no,cellular,8,oct,78,1,58,1,other,no
45,technician,married,secondary,no,0,yes,no,cellular,7,dec,344,1,-1,0,unknown,yes
44,self-employed,married,secondary,no,-264,yes,no,cellular,29,jan,227,1,-1,0,unknown,no
31,technician,single,secondary,no,826,yes,no,cellular,12,aug,246,2,-1,0,unknown,no
70,housemaid,divorced,primary,no,1311,no,no,cellular,11,aug,651,1,-1,0,unknown,yes
44,management,married,tertiary,no,7454,no,no,unknown,5,jun,243,1,-1,0,unknown,no
39,self-employed,married,secondary,no,167,yes,yes,cellular,17,jul,330,1,-1,0,unknown,no
42,blue-collar,married,secondary,no,-336,yes,no,cellular,13,may,318,3,303,2,failure,no
35,technician,single,tertiary,no,303,no,no,cellular,13,aug,713,2,-1,0,unknown,no
38,admin.,single,tertiary,no,45789,no,no,telephone,21,jul,21,31,-1,0,unknown,no
56,management,married,tertiary,no,167,yes,no,telephone,7,apr,189,1,-1,0,unknown,no
38,admin.,divorced,secondary,no,407,yes,yes,cellular,18,feb,146,1,183,1,failure,no
35,technician,married,secondary,no,-706,yes,yes,cellular,18,may,44,2,-1,0,unknown,no
58,retired,married,secondary,no,987,yes,no,unknown,30,may,555,1,-1,0,unknown,no
30,unemployed,single,tertiary,no,463,no,no,cellular,22,aug,374,4,-1,0,unknown,no
42,technician,married,secondary,no,1066,no,no,cellular,26,may,125,1,104,3,success,no
31,technician,married,secondary,no,3322,yes,no,cellular,14,aug,421,2,-1,0,unknown,no
53,technician,married,tertiary,no,431,yes,no,cellular,5,may,55,1,328,1,failure,no
60,services,married,tertiary,no,4256,yes,no,cellular,16,nov,200,1,92,4,success,yes
37,self-employed,married,secondary,no,8230,yes,no,cellular,17,nov,51,1,-1,0,unknown,no
33,technician,married,secondary,no,4790,yes,no,cellular,20,apr,137,1,272,2,failure,no
51,retired,married,secondary,no,-14,no,yes,cellular,21,jul,564,5,-1,0,unknown,no
30,blue-collar,divorced,primary,no,1,yes,no,unknown,6,jun,63,9,-1,0,unknown,no
31,student,single,unknown,no,376,no,no,cellular,16,nov,202,1,96,2,other,no
29,admin.,divorced,secondary,no,0,no,no,unknown,9,may,393,1,-1,0,unknown,no
35,services,single,secondary,no,1354,no,yes,cellular,21,nov,278,6,-1,0,unknown,no
30,unemployed,single,secondary,no,0,yes,no,cellular,16,apr,137,1,-1,0,unknown,no
24,blue-collar,married,secondary,no,1222,yes,no,cellular,20,apr,369,1,-1,0,unknown,no
37,blue-collar,married,secondary,no,408,yes,no,telephone,9,feb,28,9,-1,0,unknown,no
36,admin.,married,tertiary,no,3127,yes,no,unknown,20,may,147,2,-1,0,unknown,no
36,blue-collar,single,secondary,no,151,yes,no,cellular,11,may,327,1,-1,0,unknown,no
36,blue-collar,married,unknown,no,-389,yes,no,unknown,14,may,76,9,-1,0,unknown,no
54,admin.,divorced,secondary,no,7089,no,no,telephone,17,nov,40,1,-1,0,unknown,no
42,retired,married,primary,no,127,no,yes,cellular,17,jul,199,2,-1,0,unknown,no
45,technician,married,secondary,no,351,yes,no,telephone,29,aug,18,2,-1,0,unknown,no
49,self-employed,married,tertiary,no,147,no,yes,cellular,2,feb,559,1,189,4,failure,no
56,retired,married,secondary,no,2330,no,no,cellular,8,may,209,1,-1,0,unknown,no
60,retired,divorced,tertiary,no,380,no,no,cellular,21,jul,219,1,-1,0,unknown,no
35,admin.,divorced,secondary,no,20,no,yes,cellular,17,jul,287,1,-1,0,unknown,no
33,unemployed,single,secondary,no,427,no,no,unknown,1,jun,12,1,-1,0,unknown,no
33,management,married,secondary,no,588,yes,no,cellular,18,may,11,5,-1,0,unknown,no
37,technician,married,secondary,no,1016,yes,yes,telephone,12,nov,24,1,-1,0,unknown,no
30,blue-collar,married,secondary,no,458,yes,no,unknown,12,may,177,3,-1,0,unknown,no
46,technician,married,secondary,no,-337,yes,no,unknown,27,may,112,1,-1,0,unknown,no
47,unemployed,married,secondary,no,2024,no,no,unknown,9,jun,169,1,-1,0,unknown,no
30,technician,single,secondary,no,1052,no,no,cellular,28,aug,147,2,-1,0,unknown,no
33,management,single,tertiary,no,5276,no,no,cellular,4,nov,572,1,-1,0,unknown,no
55,management,married,tertiary,no,-375,no,no,cellular,30,jul,814,2,-1,0,unknown,yes
57,admin.,single,secondary,no,5768,yes,no,unknown,19,jun,512,1,-1,0,unknown,yes
84,retired,married,secondary,no,81204,no,no,telephone,1,apr,390,1,94,3,success,yes
25,student,single,unknown,no,480,no,no,cellular,8,sep,140,1,-1,0,unknown,yes
22,student,single,secondary,no,1564,no,no,cellular,28,aug,36,2,-1,0,unknown,no
24,admin.,single,secondary,no,795,yes,no,unknown,27,may,209,2,-1,0,unknown,no
60,housemaid,divorced,primary,no,1412,no,no,cellular,22,jul,127,4,-1,0,unknown,no
80,retired,married,primary,no,155,no,no,telephone,4,may,209,1,53,3,success,yes
31,unemployed,married,primary,no,3837,no,no,cellular,20,nov,340,1,-1,0,unknown,no
49,management,married,tertiary,no,5711,yes,no,cellular,21,nov,382,3,-1,0,unknown,no
37,unemployed,single,tertiary,no,1032,no,no,telephone,4,feb,63,1,-1,0,unknown,no
36,management,single,tertiary,no,1743,yes,no,cellular,28,jul,428,2,-1,0,unknown,no
